SKU,Handle,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
,all,All,,Musical Cube Box Ballerina,Default Title,20.00,Yes,https://janecarrolldesign.com/products/musical-cube-box-ballerina-trousselier,https://cdn.shopify.com/s/files/1/1302/3613/products/Musical_Cube_Box_Ballerina_Trousselier.jpg?v=1496160716,"<div class=""box-collateral box-description"" itemprop=""description"">
<h3><strong><span style=""color: #0b5394;"">Musical Cube Box Ballerina<br></span></strong></h3>
<p><strong><span style=""color: #0b5394;"">Dimension: 10x10x8 cm</span></strong></p>
<p><strong><span style=""color: #0b5394;"">Material: Wood</span></strong></p>
<p> </p>
</div>"
,all,All,,Musical Cube Box Ballerina Pink Striped,Default Title,0.00,Yes,https://janecarrolldesign.com/products/musical-cube-box-ballerina-pink-striped,https://cdn.shopify.com/s/files/1/1302/3613/products/Musical_Cube_Box_Ballerina_Pink_Striped_Trousselier.jpg?v=1496236439,"<h3 style=""font-family: Marketing; font-size: 1.5em; font-weight: normal; margin: 0px 0px 10px; line-height: 20px; color: #000000; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>A Musical Cube Box Ballerina Pink Striped</strong></span></h3>
<p style=""margin: 0px 0px 10px; color: #000000; font-family: Montserrat,serif; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>A beautiful cube box where little ones can hide their secrets.</strong></span></p>
<p style=""margin: 0px 0px 10px; color: #000000; font-family: Montserrat,serif; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Manual mechanism.</strong></span></p>
<p style=""margin: 0px 0px 10px; color: #000000; font-family: Montserrat,serif; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Dimensions: 10,5 x 10,5 x 8,5 cm</strong></span></p>"
,all,All,,Musical Jewellery Box Ninon,Default Title,20.00,Yes,https://janecarrolldesign.com/products/musical-jewellery-box-ninon,https://cdn.shopify.com/s/files/1/1302/3613/products/Musical_Jewellery_Box_Ninon_Trousselier.jpg?v=1496236346,"<div class=""box-collateral box-description"" itemprop=""description"">
<h3><span style=""color: #0b5394;""><strong>A Musical Jewellery Box Ninon</strong></span></h3>
<p><span style=""color: #0b5394;""><strong>Little girls will be delighted to store their jewellery in this beautiful musical box. It plays the song « over the rainbow » from the Wizard of Oz.</strong></span></p>
<p><span style=""color: #0b5394;""><strong>It has the shape of a chest in purple colours. It is illustrated with Ninon and her cat.</strong></span></p>
<p><span style=""color: #0b5394;""><strong>Dimensions:10,5x10,5x9cm.</strong></span></p>
</div>"
,all,All,,Musical Mill - Maisy,Default Title,10.00,Yes,https://janecarrolldesign.com/products/musical-mill-maisy,https://cdn.shopify.com/s/files/1/1302/3613/products/Maisy-Musical-Mill.jpg?v=1464759776,
,all,All,,My bike puzzle,Default Title,28.00,Yes,https://janecarrolldesign.com/products/my-bike-puzzle,https://cdn.shopify.com/s/files/1/1302/3613/products/MYBIKE.jpg?v=1496931287,"<p><span style=""color: #0b5394;""><strong><span style=""line-height: 1.5em;"">A 54-piece puzzle, which is 3 meters-long. Discover this fantastic cycling tour as you assemble the pieces.</span></strong></span></p>
<p> </p>
<li><span style=""color: #0b5394;""><strong>Material <span id=""f8"" class=""normal"">Recycled cardboard and paper</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Packaging <span id=""f10"" class=""normal"">Sturdy cardboard box</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Size <span id=""f6"" class=""normal"">300 x 9 cm.</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Box Size <span id=""f7"" class=""normal"">70 x 12 x 6,5 cm.</span></strong></span></li>
<p> </p>"
,all,All,,My First Dreamhouse,Default Title,130.00,Yes,https://janecarrolldesign.com/products/my-first-dreamhouse,https://cdn.shopify.com/s/files/1/1302/3613/products/firstdreamhouse.jpg?v=1496326800,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;"">A beautiful wooden pink doll's house complete with a 30 piece starter furniture set. This fully painted and decorated wooden doll's house has hearts, flowers and stars motifs. Features include opening/ closing shutters, windows and door. Reveal the attic space by lifting the roof panel over to rest on the opposite roof panel. Easy Assembly (adult) no screws required. </span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Product Dimensions D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">35x63x44</span></span></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;"">Colour Box Size D x H x L (cm): <span style=""font-family: 'open sans condensed',sans-serif; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">64.5x44x12</span></span></h4>"
,all,All,,My jungle puzzle,Default Title,28.00,Yes,https://janecarrolldesign.com/products/my-jungle-puzzle,https://cdn.shopify.com/s/files/1/1302/3613/products/myjungle.jpg?v=1496930763,"<p><span style=""color: #0b5394;""><strong>A progressive puzzle with animal silhouettes of 2, 3, 4 and 5 pieces that fit together in a fantastic scenery of 8 larger pieces. A big puzzle for little hands.</strong></span></p>
<p> </p>
<li><span style=""color: #0b5394;""><strong>Material <span id=""f8"" class=""normal"">Recycled cardboard and paper</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Packaging <span id=""f10"" class=""normal"">Sturdy cardboard box</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Size <span id=""f6"" class=""normal"">140 x 21 cm.</span></strong></span></li>
<li><span style=""color: #0b5394;""><strong>Box Size <span id=""f7"" class=""normal"">45,5 x 15 x 6,5 cm.</span></strong></span></li>
<p> </p>"
,all,All,,Navy cream boat Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/navy-cream-boat-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/navy_cream_boat.jpg?v=1494943194,"<span style=""font-size: 16px;""><strong><span style=""color: #ed1850; font-family: 'Source Sans Pro',sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">100% cotton knitted hat.</span></strong></span>"
,all,All,,Navy cream boat Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/navy-cream-boat-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/navy_cream_boat_745d7b07-bbf9-484d-8ca4-baf3f395128d.jpg?v=1494943285,"<span style=""font-size: 16px;""><strong><span style=""color: #ed1850; font-family: 'Source Sans Pro',sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">100% cotton knitted hat.</span></strong></span>"
,all,All,,Navy white sky stripe Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/navy-white-sky-stripe-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/navy_white_sky_stripe.jpg?v=1494941760,"<p><span style=""font-size: 16px;""><strong><span style=""color: #ed1850; font-family: 'Source Sans Pro',sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">100% cotton knitted hat.A classic with a twist of sky.</span></strong></span></p>
<p> </p>"
,all,All,,Navy white sky stripe Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/navy-white-sky-stripe-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/navy_white_sky_stripe_a395d0e9-f691-4f2a-b1fd-1153bdce120f.jpg?v=1494941864,"<span style=""color: #ff00ff;""><strong>100% cotton knitted hat.<span style=""font-family: 'Source Sans Pro',sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">A classic with a twist of a sky.</span></strong></span>"
,all,All,,Navy/white sail boat Hat (Size - 3 to 6 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/navy-white-sail-boat-hat-size-3-to-6-months,https://cdn.shopify.com/s/files/1/1302/3613/products/navy_white_sail_boat.jpg?v=1494605729,"<span style=""color: #ff00ff;""><strong>100% cotton knitted hat.</strong></span>"
,all,All,,Navy/white sail boat Hat (Size - 6 to 12 months),Default Title,18.00,Yes,https://janecarrolldesign.com/products/navy-white-sail-boat-hat-size-6-to-12-months,https://cdn.shopify.com/s/files/1/1302/3613/products/navy_white_sail_boat_27b7dcc5-7b3e-4daf-afcb-051dc43d71b0.jpg?v=1494605803,"<span style=""color: #ff00ff;""><strong>100% cotton knitted hat.</strong></span>"
,all,All,,New Baby - Washing Line,Default Title,2.50,Yes,https://janecarrolldesign.com/products/new-baby-washing-line,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-06.jpg?v=1493804332,"<p><span style=""color: #3d85c6;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #3d85c6;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,New Baby Boy,Default Title,2.50,Yes,https://janecarrolldesign.com/products/new-baby-boy,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-08.jpg?v=1493804817,"<p><span style=""color: #3d85c6;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #3d85c6;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,New Baby Girl,Default Title,2.50,Yes,https://janecarrolldesign.com/products/new-baby-girl,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-07.jpg?v=1493804430,"<p><span style=""color: #ff00ff;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #ff00ff;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,New Home,Default Title,2.50,Yes,https://janecarrolldesign.com/products/new-home,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-17.jpg?v=1493806016,"<p><span style=""color: #3d85c6;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #3d85c6;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,New York Car Set,Default Title,28.00,Yes,https://janecarrolldesign.com/products/new-york-car-set,https://cdn.shopify.com/s/files/1/1302/3613/products/neyyorkcars.jpg?v=1496416017,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>7 iconic London wooden vehicles.Vehicles include a double Decker bus, a black taxi, a fire engine, a police van, an ambulance and 2 sporty cars.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>21.7x3.7x30.5</strong></span></h4>"
,all,All,,Noahs Ark Play Set,Default Title,32.00,Yes,https://janecarrolldesign.com/products/noahs-ark-play-set,https://cdn.shopify.com/s/files/1/1302/3613/products/Noahs_ark_play_set.jpg?v=1493998468,"<p><span style=""color: #bf9000;""><strong>This traditional wooden toy contains a wooden ark, Mr &amp; Mrs Noah, and a set of wooden animals, including; 2 crocodiles, 2 monkeys, 2 bears, 2 giraffe, 2 lions, 2 zebra and 2 elephants. A wonderfully, colourful traditional wooden toy that will hardly see the inside of the toy box.</strong></span></p>
<p><strong>Dimensions - W36 x D16 x H15 cm</strong></p>
<p> </p>"
,all,All,,"Noahs Cruise, red",Default Title,72.00,Yes,https://janecarrolldesign.com/products/noahs-cruise-red,https://cdn.shopify.com/s/files/1/1302/3613/products/Noahs_Cruise_red.jpg?v=1495205641,"<span style=""color: #0b5394;""><strong>Part puzzle, part play-set, part story, your child will love this adorable and unique toy and grow with it over the years. Each ark animal is magnetic to keep them securely in place.</strong></span>"
,all,All,,NURSERY RHYMES RAG BOOK,Default Title,15.00,Yes,https://janecarrolldesign.com/products/nursery-rhymes-rag-book,https://cdn.shopify.com/s/files/1/1302/3613/products/802.jpg?v=1494501279,"<p><span style=""color: #0b5394;""><strong>Featuring eight classic nursery rhymes this beautiful rag book may be just what you're looking for to gently send your child off to sleep. With hand drawn illustrations, each nursery rhyme is true to the original and is packaged in a lovely book style box with a circular cut front opening.</strong></span></p>
<p><strong>Reading Level : from 2 years and up</strong></p>"
,all,All,,Old Lady Who Swallowed a Fly (Classic Books With Holes Soft Cover),Default Title,12.00,Yes,https://janecarrolldesign.com/products/old-lady-who-swallowed-a-fly-classic-books-with-holes-soft-cover,https://cdn.shopify.com/s/files/1/1302/3613/products/Old_Lady_Who_Swallowed_a_Fly.jpg?v=1496242058,"<p><span style=""color: #333333; font-family: Verdana, Arial, sans-serif; font-size: 12px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Forty years after its first publication this much-loved Child's Play classic is as popular as ever. Ingenious die-cut holes bring this iconic nursery rhyme to life, and Pam Adams' fabulous illustrations lend humour and vibrancy to the proceedings. Bouncy images, innovative die cutting and favourite rhymes make Books with Holes a must for every child. Available in three formats, suitable for babies, toddlers, per-schoolers and the nursery or classroom.</span></p>
<h4 style=""margin: 0px 0px 1em; padding: 0px; border: 0px; line-height: 1em; font-size: 12px; color: #008484; clear: both; font-family: Verdana, Arial, sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">Product Details</h4>
<dl style=""margin: 0px 0px 10px; padding: 0px; border: 0px; line-height: 1em; color: #333333; font-family: Verdana, Arial, sans-serif; font-size: 10px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px; float: left; clear: left;"">Illustrated by:</dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px;"">Pam Adams</dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px; float: left; clear: left;"">First Published:</dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px;"">01 August 1973</dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px; float: left; clear: left;"">Soft cover:</dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px;"">16 pages</dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px; float: left; clear: left; color: #333333; font-family: Verdana, Arial, sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">Product Dimensions:</dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px; line-height: 1.4em; font-size: 11px; color: #333333; font-family: Verdana, Arial, sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">290mm x 290mm</dd>
</dl>"
,all,All,,Old Macdonald (Classic Books With Holes Big Book),Default Title,12.00,Yes,https://janecarrolldesign.com/products/old-macdonald-classic-books-with-holes-big-book,https://cdn.shopify.com/s/files/1/1302/3613/products/Old_Macdonald.jpg?v=1496241618,"<p><span style=""font-size: 12px; color: #0b5394;""><strong><span style=""font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; display: inline !important; float: none;"">Bouncy illustrations, innovative die cutting and popular rhymes make Books with Holes a must for every child. Available in three formats, suitable for babies, toddlers,per-schoolers and the nursery or classroom.</span></strong></span></p>
<h4 style=""margin: 0px 0px 1em; padding: 0px; border: 0px none; line-height: 1em; font-size: 12px; color: #008484; clear: both; font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Details</strong></span></h4>
<dl style=""margin: 0px 0px 10px; padding: 0px; border: 0px none; line-height: 1em; color: #333333; font-family: Verdana,Arial,sans-serif; font-size: 10px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left;""><span style=""color: #0b5394;""><strong>Illustrated by:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px;""><span style=""color: #0b5394;""><strong>Pam Adams</strong></span></dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left;""><span style=""color: #0b5394;""><strong>First Published:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px;""><span style=""color: #0b5394;""><strong>01 April 1999</strong></span></dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left;""><span style=""color: #0b5394;""><strong>Big book:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px;""><span style=""color: #0b5394;""><strong>16 pages</strong></span></dd>
<dt style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; float: left; clear: left; color: #333333; font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions:</strong></span></dt>
<dd style=""margin: 0px; padding: 0px 0px 0.6em; border: 0px none; line-height: 1.4em; font-size: 11px; color: #333333; font-family: Verdana,Arial,sans-serif; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>435mm x 435mm</strong></span></dd>
</dl>"
,all,All,,On your Wedding Day! Congratulations,Default Title,2.50,Yes,https://janecarrolldesign.com/products/on-your-wedding-day-congratulations,https://cdn.shopify.com/s/files/1/1302/3613/products/JC-11.jpg?v=1493805295,"<p><span style=""color: #f1c232;""><strong>Irish made printed greeting card.</strong></span></p>
<p><span style=""color: #f1c232;""><strong>Dimension - 130mm x 130mm</strong></span></p>"
,all,All,,OSCAR the PUPPY,Default Title,26.00,Yes,https://janecarrolldesign.com/products/oscar-the-puppy,https://cdn.shopify.com/s/files/1/1302/3613/products/325.jpg?v=1494496711,"<p><span style=""color: #783f04;""><strong>Measuring 35cms from the top of his head to the pads of his paws. Oscar is a charming brown puppy dog with a soft velour body and subtly weighted torso. He is dressed in soft tartan shorts and a gorgeous russet coloured hand-knitted woolly jumper.</strong></span></p>
<p><strong>Height - 35 cm</strong></p>"
,all,All,,Oven and Hob Set Pink,Default Title,92.00,Yes,https://janecarrolldesign.com/products/oven-and-hob-set-pink,https://cdn.shopify.com/s/files/1/1302/3613/products/oven.jpg?v=1496410133,"<h4 class=""content"" data-hook=""product-page-description-content"" ng-bind-html=""descriptionVM.descriptionToHtml()"" style=""box-sizing: border-box; font-family: inherit; white-space: pre-wrap; overflow-wrap: break-word; margin-top: 0px; margin-bottom: 0px; text-overflow: ellipsis; color: #cfcfcf; font-size: 20px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;"">
<span style=""color: #0b5394;""><strong>A stylish painted wooden oven &amp; hob set. This stove set includes: a 4 ring hob with frying pan &amp; play food, 2 utensils, a clock with movable hands, an easy open oven with removable rack and gingham oven gloves. Skills: Encourages creative and imaginative role-play.</strong></span><br><br>
</h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Product Dimensions D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>34.4x29.5x53.4</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""></h4>
<h4 class=""title"" style=""box-sizing: border-box; font-weight: bold; margin: 0px 0px 15px; font-size: 26px; font-style: normal; font-variant: normal; font-stretch: normal; line-height: 32px; font-family: 'open sans condensed',sans-serif; color: #d0d0d0; overflow-wrap: break-word; letter-spacing: normal; text-align: left; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff;""><span style=""color: #0b5394;""><strong>Colour Box Size D x H x L (cm)</strong></span></h4>
<h4 style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""><span style=""color: #0b5394;""><strong>30.2x27.0x53.8</strong></span></h4>
<p style=""box-sizing: border-box; font-weight: 400; margin: 0px; font-family: inherit; font-size: inherit; font-variant: inherit; font-stretch: inherit; line-height: inherit; white-space: normal;""> </p>"
,all,All,Quilt,owl - blue leaf,Default Title,78.00,Yes,https://janecarrolldesign.com/products/owl-blue-leaf,https://cdn.shopify.com/s/files/1/1302/3613/products/Screen_Shot_2018-10-12_at_21.11.27.png?v=1539375559,"<p><span>This quilt makes the perfect gift for any child! 100% cotton, machine washable. Can be personalised with child's name and date of birth, embroidered in any colour. Size: 100 x 125 cm.</span></p>
<p><span><strong>If you wish to have your quilt personalised with a child's name and date of birth, please select from embroidery option. You can find embroidery option by returning to the product page, and then in QUILTS ETC section. Cost 10 euros Extra.</strong></span></p>"
,all,All,Quilt,Owl - Cot Quilt - Blue,Default Title,78.00,Yes,https://janecarrolldesign.com/products/owl-cot-quilt-blue,https://cdn.shopify.com/s/files/1/1302/3613/products/Screen_Shot_2018-09-28_at_17.18.52.png?v=1538152776,"<div></div>
<br>
<ul>
<li>Dimensions : 100 x 125 cm</li>
<li>Machine Washable.</li>
<li>
</li>
</ul>"
